id,sequence,method
molecule_40,c12cc3cccc4c3c(c1cccc2)C(=O)N(CCN1CCN(CCCCCOc2c(OC)cc3c(c2)N=C[C@H]2N(C=C(c5ccc(N)cc5)C2)C3=O)CC1)C4=O,rand_1
molecule_40,c1ccc2c3c(c4ccccc4cc13)C(=O)N(CCN1CCN(CCCCCOc3c(OC)cc4c(c3)N=C[C@H]3N(C=C(c5ccc(N)cc5)C3)C4=O)CC1)C2=O,rand_2
molecule_40,C1C(c2ccc(N)cc2)=CN2[C@@H]1C=Nc1c(cc(OC)c(OCCCCCN3CCN(CCN4C(=O)c5c6c(cc7c5cccc7)cccc6C4=O)CC3)c1)C2=O,rand_3
molecule_40,c1c(OCCCCCN2CCN(CCN3C(=O)c4c5c(c6c(cccc6)cc5ccc4)C3=O)CC2)c(OC)cc2c1N=C[C@@H]1CC(c3ccc(N)cc3)=CN1C2=O,rand_4
molecule_40,O(c1c(OC)cc2c(c1)N=C[C@H]1N(C=C(c3ccc(N)cc3)C1)C2=O)CCCCCN1CCN(CCN2C(=O)c3c4c(cccc4cc4ccccc34)C2=O)CC1,rand_5
molecule_40,C1N(CCN2C(=O)c3c4c(c5ccccc5cc4ccc3)C2=O)CCN(CCCCCOc2c(OC)cc3c(c2)N=C[C@@H]2CC(c4ccc(N)cc4)=CN2C3=O)C1,rand_6
molecule_40,C(N1CCN(CCN2C(=O)c3c4ccccc4cc4cccc(c34)C2=O)CC1)CCCCOc1c(OC)cc2c(c1)N=C[C@H]1N(C=C(c3ccc(N)cc3)C1)C2=O,rand_7
molecule_40,O(C)c1cc2c(cc1OCCCCCN1CCN(CCN3C(=O)c4c5c(c6c(cc5ccc4)cccc6)C3=O)CC1)N=C[C@@H]1CC(c3ccc(N)cc3)=CN1C2=O,rand_8
molecule_40,c1c2c(cc(OCCCCCN3CCN(CCN4C(=O)c5cccc6cc7ccccc7c(c56)C4=O)CC3)c1OC)N=C[C@@H]1CC(c3ccc(N)cc3)=CN1C2=O,rand_9
molecule_40,N1(CCCCCOc2c(OC)cc3c(c2)N=C[C@H]2N(C=C(c4ccc(N)cc4)C2)C3=O)CCN(CCN2C(=O)c3c4c(ccc3)cc3c(cccc3)c4C2=O)CC1,rand_10
molecule_41,CN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)c2nc3ccccc3cc2O)COC(=O)[C@@]2(C[C@@H]2C)N(C)C(=O)[C@@H]2CS[C@@H](SC)[C@H]1C(=O)N(C)[C@@]1([C@@H](C)C1)C(=O)OC[C@@H](NC(=O)c1c(O)cc3ccccc3n1)C(=O)N[C@@H](C)C(=O)N2C,rand_1
molecule_41,N1(C)C(=O)[C@H](C)NC(=O)[C@H](NC(c2c(O)cc3ccccc3n2)=O)COC(=O)[C@]2(N(C)C(=O)[C@@H]3[C@H](SC)SC[C@H]1C(=O)N(C)[C@@]1([C@@H](C)C1)C(=O)OC[C@@H](NC(=O)c1c(O)cc4c(cccc4)n1)C(=O)N[C@@H](C)C(=O)N3C)C[C@@H]2C,rand_2
molecule_41,N([C@H]1C(=O)N[C@@H](C)C(=O)N(C)[C@H]2CS[C@@H](SC)[C@H](N(C)C(=O)[C@H](C)NC(=O)[C@H](NC(c3c(O)cc4c(cccc4)n3)=O)COC(=O)[C@@]3(N(C)C2=O)[C@@H](C)C3)C(=O)N(C)[C@]2(C(=O)OC1)[C@@H](C)C2)C(c1c(O)cc2ccccc2n1)=O,rand_3
molecule_41,c12ccccc1nc(C(N[C@@H]1COC(=O)[C@]3(N(C)C(=O)[C@@H]4CS[C@@H](SC)[C@H](N(C)C(=O)[C@H](C)NC1=O)C(=O)N(C)[C@]1(C(=O)OC[C@@H](NC(c5nc6ccccc6cc5O)=O)C(=O)N[C@@H](C)C(=O)N4C)[C@@H](C)C1)C[C@@H]3C)=O)c(O)c2,rand_4
molecule_41,C[C@@H]1[C@]2(C(=O)OC[C@@H](NC(c3nc4c(cccc4)cc3O)=O)C(=O)N[C@@H](C)C(=O)N(C)[C@@H]3C(=O)N(C)[C@]4(C[C@@H]4C)C(=O)OC[C@@H](NC(c4c(O)cc5ccccc5n4)=O)C(=O)N[C@@H](C)C(=O)N(C)[C@@H]([C@H](SC)SC3)C(=O)N2C)C1,rand_5
molecule_41,N1C(=O)[C@H](NC(=O)c2nc3ccccc3cc2O)COC(=O)[C@]2(N(C)C(=O)[C@@H]3[C@H](SC)SC[C@@H](C(=O)N(C)[C@@]4(C(=O)OC[C@@H](NC(=O)c5nc6c(cc5O)cccc6)C(=O)N[C@@H](C)C(=O)N3C)C[C@@H]4C)N(C)C(=O)[C@@H]1C)C[C@@H]2C,rand_6
molecule_41,CS[C@@H]1SC[C@H]2C(=O)N(C)[C@]3(C[C@@H]3C)C(=O)OC[C@@H](NC(=O)c3c(O)cc4c(n3)cccc4)C(=O)N[C@@H](C)C(=O)N(C)[C@@H]1C(=O)N(C)[C@@]1(C(=O)OC[C@@H](NC(c3nc4ccccc4cc3O)=O)C(=O)N[C@@H](C)C(=O)N2C)C[C@@H]1C,rand_7
molecule_41,C1[C@@H](NC(=O)c2c(O)cc3c(cccc3)n2)C(=O)N[C@@H](C)C(=O)N(C)[C@H]2CS[C@@H](SC)[C@@H](C(=O)N(C)[C@@]3([C@@H](C)C3)C(=O)O1)N(C)C(=O)[C@H](C)NC(=O)[C@H](NC(c1c(O)cc3ccccc3n1)=O)COC(=O)[C@@]1(N(C)C2=O)[C@@H](C)C1,rand_8
molecule_41,O=C1OC[C@@H](NC(c2c(O)cc3c(cccc3)n2)=O)C(=O)N[C@@H](C)C(=O)N(C)[C@@H]2C(=O)N(C)[C@]3(C[C@@H]3C)C(=O)OC[C@@H](NC(c3nc4c(cccc4)cc3O)=O)C(=O)N[C@@H](C)C(=O)N(C)[C@@H]([C@H](SC)SC2)C(=O)N(C)[C@@]12[C@@H](C)C2,rand_9
molecule_41,N1(C)[C@@]2(C(=O)OC[C@@H](NC(c3c(O)cc4c(cccc4)n3)=O)C(=O)N[C@@H](C)C(=O)N(C)[C@@H]3C(=O)N(C)[C@]4(C[C@@H]4C)C(=O)OC[C@@H](NC(c4nc5ccccc5cc4O)=O)C(=O)N[C@@H](C)C(=O)N(C)[C@@H]([C@H](SC)SC3)C1=O)C[C@@H]2C,rand_10
molecule_42,C1Sc2c(c3ccccc3[nH]2)CC2C(=O)NCC(=O)NC(C(C)CC)C(=O)NCC(=O)NC1C(=O)NC(CC(N)=O)C(=O)N1CC(C#N)CC1C(=O)NC(C(C(CO)O)C)C(=O)N2,rand_1
molecule_42,C1(CC(N)=O)NC(=O)C2CSc3c(c4c([nH]3)cccc4)CC(C(=O)NCC(=O)NC(C(CC)C)C(=O)NCC(=O)N2)NC(=O)C(C(C(CO)O)C)NC(=O)C2CC(C#N)CN2C1=O,rand_2
molecule_42,C1(=O)NC(C(CC)C)C(=O)NCC(=O)NC2C(=O)NC(CC(=O)N)C(=O)N3C(CC(C#N)C3)C(=O)NC(C(C)C(CO)O)C(=O)NC(Cc3c([nH]c4ccccc43)SC2)C(=O)NC1,rand_3
molecule_42,C1(C(C)CC)C(=O)NCC(=O)NC2CSc3c(c4c([nH]3)cccc4)CC(NC(=O)C(C(C(O)CO)C)NC(=O)C3CC(C#N)CN3C(=O)C(CC(N)=O)NC2=O)C(=O)NCC(=O)N1,rand_4
molecule_42,O=C1CNC(=O)C(C(C)CC)NC(=O)CNC(=O)C2NC(=O)C(C(C)C(CO)O)NC(=O)C3N(C(=O)C(CC(=O)N)NC(=O)C(CSc4[nH]c5ccccc5c4C2)N1)CC(C#N)C3,rand_5
molecule_42,C1(=O)NC2Cc3c4ccccc4[nH]c3SCC(C(=O)NC(CC(N)=O)C(=O)N3C(C(=O)NC1C(C(O)CO)C)CC(C#N)C3)NC(=O)CNC(=O)C(C(C)CC)NC(=O)CNC2=O,rand_6
molecule_42,c12[nH]c3ccccc3c1CC1C(=O)NCC(=O)NC(C(CC)C)C(=O)NCC(=O)NC(C(=O)NC(CC(=O)N)C(=O)N3CC(C#N)CC3C(=O)NC(C(C)C(CO)O)C(=O)N1)CS2,rand_7
molecule_42,C(C)C(C1C(=O)NCC(=O)NC2C(=O)NC(CC(N)=O)C(=O)N3CC(C#N)CC3C(=O)NC(C(C)C(CO)O)C(=O)NC(Cc3c4c([nH]c3SC2)cccc4)C(=O)NCC(=O)N1)C,rand_8
molecule_42,O=C1C2NC(=O)CNC(=O)C(C(C)CC)NC(=O)CNC(=O)C(Cc3c([nH]c4ccccc34)SC2)NC(=O)C(C(C)C(CO)O)NC(=O)C2N(CC(C#N)C2)C(=O)C(CC(N)=O)N1,rand_9
molecule_42,c1ccc2c(c1)c1c([nH]2)SCC2NC(=O)CNC(=O)C(C(C)CC)NC(=O)CNC(=O)C(C1)NC(=O)C(C(C(CO)O)C)NC(=O)C1N(C(=O)C(CC(N)=O)NC2=O)CC(C#N)C1,rand_10
molecule_43,ClCC1CN(C(=O)c2[nH]c3ccc(NC(=O)c4[nH]c5c(cc(NC(CCS)=O)cc5)c4)cc3c2)c2cc(OP(=O)(O)O)c3c(cccc3)c21,rand_1
molecule_43,N1(C(c2[nH]c3c(c2)cc(NC(=O)c2cc4c([nH]2)ccc(NC(=O)CCS)c4)cc3)=O)c2cc(OP(O)(O)=O)c3c(c2C(CCl)C1)cccc3,rand_2
molecule_43,C(=O)(c1cc2c([nH]1)ccc(NC(CCS)=O)c2)Nc1ccc2c(c1)cc(C(N1c3c(c4c(c(OP(O)(=O)O)c3)cccc4)C(CCl)C1)=O)[nH]2,rand_3
molecule_43,c1(NC(CCS)=O)ccc2c(c1)cc(C(=O)Nc1cc3c([nH]c(C(=O)N4CC(CCl)c5c4cc(OP(=O)(O)O)c4c5cccc4)c3)cc1)[nH]2,rand_4
molecule_43,c12c3c(cc(OP(=O)(O)O)c1cccc2)N(C(=O)c1[nH]c2ccc(NC(c4[nH]c5c(cc(NC(CCS)=O)cc5)c4)=O)cc2c1)CC3CCl,rand_5
molecule_43,c1c(NC(=O)CCS)ccc2c1cc(C(Nc1cc3c([nH]c(C(N4CC(CCl)c5c4cc(OP(=O)(O)O)c4ccccc45)=O)c3)cc1)=O)[nH]2,rand_6
molecule_43,O=C(c1[nH]c2ccc(NC(CCS)=O)cc2c1)Nc1cc2c(cc1)[nH]c(C(=O)N1c3cc(OP(O)(=O)O)c4c(cccc4)c3C(CCl)C1)c2,rand_7
molecule_43,c1c2cc(NC(c3cc4cc(NC(=O)CCS)ccc4[nH]3)=O)ccc2[nH]c1C(N1CC(CCl)c2c3c(cccc3)c(OP(O)(O)=O)cc21)=O,rand_8
molecule_43,c1c2cc(NC(=O)c3cc4c(ccc(NC(CCS)=O)c4)[nH]3)ccc2[nH]c1C(N1CC(CCl)c2c3c(c(OP(=O)(O)O)cc21)cccc3)=O,rand_9
molecule_43,c12ccccc1c1c(cc2OP(O)(=O)O)N(C(c2cc3c([nH]2)ccc(NC(=O)c2cc4cc(NC(CCS)=O)ccc4[nH]2)c3)=O)CC1CCl,rand_10
molecule_44,C1(O)(CC)C(=O)OCc2c(=O)n3c(cc21)-c1nc2c4c(c(C)c(F)c2)CCC(NC(=O)C(C2CC2)O)c4c1C3,rand_1
molecule_44,c12cc(F)c(C)c3c1c(c1c(n2)-c2n(c(=O)c4c(c2)C(CC)(O)C(=O)OC4)C1)C(NC(C(O)C1CC1)=O)CC3,rand_2
molecule_44,OC(C(NC1c2c3c(c(C)c(F)cc3nc3c2Cn2c(=O)c4c(cc2-3)C(CC)(O)C(=O)OC4)CC1)=O)C1CC1,rand_3
molecule_44,C1(=O)C(O)(CC)c2cc3n(c(=O)c2CO1)Cc1c2c4c(c(C)c(F)cc4nc1-3)CCC2NC(C(O)C1CC1)=O,rand_4
molecule_44,C1Cc2c3c(cc(F)c2C)nc2c(c3C1NC(=O)C(C1CC1)O)Cn1c-2cc2c(c1=O)COC(=O)C2(O)CC,rand_5
molecule_44,n1c2c(c3c4c1cc(F)c(C)c4CCC3NC(=O)C(O)C1CC1)Cn1c(=O)c3c(cc1-2)C(O)(CC)C(=O)OC3,rand_6
molecule_44,c1(F)cc2nc3c(c4c2c(c1C)CCC4NC(=O)C(O)C1CC1)Cn1c(=O)c2c(cc1-3)C(CC)(O)C(=O)OC2,rand_7
molecule_44,c1(C)c2c3c(c4c(nc3cc1F)-c1n(c(=O)c3c(c1)C(CC)(O)C(=O)OC3)C4)C(NC(C(C1CC1)O)=O)CC2,rand_8
molecule_44,c12cc(F)c(C)c3c1c(c1c(n2)-c2n(c(=O)c4c(c2)C(O)(CC)C(=O)OC4)C1)C(NC(C(C1CC1)O)=O)CC3,rand_9
molecule_44,OC(C1CC1)C(=O)NC1CCc2c(C)c(F)cc3nc4c(c1c32)Cn1c(=O)c2c(cc1-4)C(O)(CC)C(=O)OC2,rand_10
molecule_45,C(CC(P(=O)(O)O)P(=O)(O)O)CN,rand_1
molecule_45,C(P(O)(=O)O)(CCCN)P(=O)(O)O,rand_2
molecule_45,O=P(C(CCCN)P(O)(O)=O)(O)O,rand_3
molecule_45,C(C(P(O)(O)=O)P(=O)(O)O)CCN,rand_4
molecule_45,P(O)(C(P(O)(=O)O)CCCN)(O)=O,rand_5
molecule_45,C(CN)CC(P(O)(O)=O)P(O)(O)=O,rand_6
molecule_45,OP(O)(=O)C(CCCN)P(=O)(O)O,rand_7
molecule_45,OP(O)(=O)C(P(=O)(O)O)CCCN,rand_8
molecule_45,OP(C(P(O)(=O)O)CCCN)(O)=O,rand_9
molecule_45,C(CCN)C(P(O)(=O)O)P(O)(O)=O,rand_10
molecule_46,c1(OCCCOc2c(OC)cc3c(c2)N=C[C@H]2N(C3=O)C=C(c3ccc(OC)cc3)C2)c(OC)cc2c(c1)N=C[C@@H]1CC(c3ccc(N)cc3)=CN1C2=O,rand_1
molecule_46,c1c2c(cc(OCCCOc3cc4c(cc3OC)C(=O)N3C=C(c5ccc(OC)cc5)C[C@H]3C=N4)c1OC)N=C[C@@H]1CC(c3ccc(N)cc3)=CN1C2=O,rand_2
molecule_46,C1[C@H]2C=Nc3cc(OCCCOc4c(OC)cc5c(c4)N=C[C@@H]4CC(c6ccc(N)cc6)=CN4C5=O)c(OC)cc3C(=O)N2C=C1c1ccc(OC)cc1,rand_3
molecule_46,c1cc(OC)ccc1C1=CN2[C@@H](C1)C=Nc1c(cc(OC)c(OCCCOc3c(OC)cc4c(c3)N=C[C@H]3N(C4=O)C=C(c4ccc(N)cc4)C3)c1)C2=O,rand_4
molecule_46,c1(OCCCOc2c(OC)cc3c(c2)N=C[C@H]2N(C=C(c4ccc(N)cc4)C2)C3=O)c(OC)cc2c(c1)N=C[C@H]1N(C2=O)C=C(c2ccc(OC)cc2)C1,rand_5
molecule_46,COc1cc2c(cc1OCCCOc1c(OC)cc3c(c1)N=C[C@@H]1CC(c4ccc(OC)cc4)=CN1C3=O)N=C[C@@H]1CC(c3ccc(N)cc3)=CN1C2=O,rand_6
molecule_46,O=C1N2C=C(c3ccc(OC)cc3)C[C@H]2C=Nc2c1cc(OC)c(OCCCOc1cc3c(cc1OC)C(=O)N1C=C(c4ccc(N)cc4)C[C@H]1C=N3)c2,rand_7
molecule_46,N1=C[C@@H]2CC(c3ccc(N)cc3)=CN2C(=O)c2cc(OC)c(OCCCOc3cc4c(cc3OC)C(=O)N3[C@@H](CC(c5ccc(OC)cc5)=C3)C=N4)cc21,rand_8
molecule_46,c1cc(C2=CN3C(=O)c4c(cc(OCCCOc5c(OC)cc6c(c5)N=C[C@H]5N(C=C(c7ccc(N)cc7)C5)C6=O)c(OC)c4)N=C[C@@H]3C2)ccc1OC,rand_9
molecule_46,c12cc(OC)c(OCCCOc3c(OC)cc4c(c3)N=C[C@@H]3CC(c5ccc(N)cc5)=CN3C4=O)cc1N=C[C@H]1N(C2=O)C=C(c2ccc(OC)cc2)C1,rand_10
molecule_47,c1c(OC)c(OCCCOc2c(OC)cc3c(c2)N(C(OCc2ccc(OC4C(O)C(O)C(O)C(C(=O)O)O4)c([N+]([O-])=O)c2)=O)C(O)C2CC(=C)CN2C3=O)cc2c1C(=O)N1C(CC(=C)C1)C(O)N2,rand_1
molecule_47,c1(OC)cc2c(cc1OCCCOc1cc3c(cc1OC)C(=O)N1C(CC(=C)C1)C(O)N3C(OCc1cc([N+]([O-])=O)c(OC3OC(C(O)=O)C(O)C(O)C3O)cc1)=O)NC(O)C1N(CC(=C)C1)C2=O,rand_2
molecule_47,C(CCOc1cc2c(cc1OC)C(=O)N1CC(=C)CC1C(O)N2)Oc1cc2c(cc1OC)C(=O)N1C(C(O)N2C(=O)OCc2cc([N+]([O-])=O)c(OC3C(O)C(O)C(O)C(C(O)=O)O3)cc2)CC(=C)C1,rand_3
molecule_47,O(C)c1cc2c(cc1OCCCOc1c(OC)cc3c(c1)N(C(=O)OCc1cc([N+](=O)[O-])c(OC4C(O)C(O)C(O)C(C(=O)O)O4)cc1)C(O)C1CC(=C)CN1C3=O)NC(O)C1CC(=C)CN1C2=O,rand_4
molecule_47,C(=O)(OCc1cc([N+]([O-])=O)c(OC2OC(C(=O)O)C(O)C(O)C2O)cc1)N1c2c(cc(OC)c(OCCCOc3c(OC)cc4c(c3)NC(O)C3CC(=C)CN3C4=O)c2)C(=O)N2CC(=C)CC2C1O,rand_5
molecule_47,C=C1CN2C(=O)c3c(cc(OCCCOc4cc5c(cc4OC)C(=O)N4C(CC(=C)C4)C(O)N5C(OCc4cc([N+]([O-])=O)c(OC5C(O)C(O)C(O)C(C(O)=O)O5)cc4)=O)c(OC)c3)NC(O)C2C1,rand_6
molecule_47,c12c(cc(OCCCOc3c(OC)cc4c(c3)NC(O)C3CC(=C)CN3C4=O)c(OC)c1)N(C(OCc1cc([N+]([O-])=O)c(OC3C(O)C(O)C(O)C(C(O)=O)O3)cc1)=O)C(O)C1CC(=C)CN1C2=O,rand_7
molecule_47,c1c2c(cc(OC)c1OCCCOc1c(OC)cc3c(c1)NC(O)C1CC(=C)CN1C3=O)C(=O)N1C(C(O)N2C(OCc2ccc(OC3C(O)C(O)C(O)C(C(=O)O)O3)c([N+]([O-])=O)c2)=O)CC(=C)C1,rand_8
molecule_47,O(c1cc2c(cc1OCCCOc1c(OC)cc3c(c1)N(C(OCc1ccc(OC4OC(C(O)=O)C(O)C(O)C4O)c([N+](=O)[O-])c1)=O)C(O)C1N(C3=O)CC(=C)C1)NC(O)C1CC(=C)CN1C2=O)C,rand_9
molecule_47,[N+](=O)(c1cc(COC(=O)N2c3c(cc(OC)c(OCCCOc4c(OC)cc5c(c4)NC(O)C4CC(=C)CN4C5=O)c3)C(=O)N3CC(=C)CC3C2O)ccc1OC1OC(C(O)=O)C(O)C(O)C1O)[O-],rand_10
molecule_48,C1=CC2(C)C3C(O)CC4C5(C(CO)=O)OC(c6ccc(Sc7cccc(N)c7)cc6)OC5CC4C3CCC2=CC1=O,rand_1
molecule_48,c1c(N)cccc1Sc1ccc(C2OC3CC4C(CC(O)C5C6(C)C=CC(=O)C=C6CCC45)C3(C(=O)CO)O2)cc1,rand_2
molecule_48,O1C(c2ccc(Sc3cc(N)ccc3)cc2)OC2C1(C(=O)CO)C1C(C2)C2CCC3=CC(=O)C=CC3(C)C2C(O)C1,rand_3
molecule_48,OCC(=O)C12C(CC3C4C(C(O)CC31)C1(C)C(=CC(=O)C=C1)CC4)OC(c1ccc(Sc3cc(N)ccc3)cc1)O2,rand_4
molecule_48,S(c1ccc(C2OC3(C(CO)=O)C4C(C5C(C6(C)C=CC(=O)C=C6CC5)C(O)C4)CC3O2)cc1)c1cccc(N)c1,rand_5
molecule_48,C1=C2CCC3C(C(O)CC4C5(C(=O)CO)OC(c6ccc(Sc7cccc(N)c7)cc6)OC5CC43)C2(C)C=CC1=O,rand_6
molecule_48,C1C2C3CC4C(C(=O)CO)(OC(c5ccc(Sc6cccc(N)c6)cc5)O4)C3CC(O)C2C2(C)C=CC(=O)C=C2C1,rand_7
molecule_48,C12C3(C(CO)=O)OC(c4ccc(Sc5cccc(N)c5)cc4)OC3CC1C1C(C3(C)C(=CC(=O)C=C3)CC1)C(O)C2,rand_8
molecule_48,S(c1ccc(C2OC3(C(CO)=O)C(CC4C5CCC6=CC(=O)C=CC6(C)C5C(O)CC43)O2)cc1)c1cc(N)ccc1,rand_9
molecule_48,O1C2(C(=O)CO)C(CC3C4C(C5(C)C=CC(=O)C=C5CC4)C(O)CC23)OC1c1ccc(Sc2cc(N)ccc2)cc1,rand_10
molecule_49,OC(=O)[C@@H](NC(=O)[C@@H]([C@@H](OC)[C@H]1N(C(C[C@@H](OC)[C@H]([C@@H](C)CC)N(C)C([C@H](C(C)C)NC([C@H](C(C)C)N(C)C)=O)=O)=O)CCC1)C)Cc1ccccc1,rand_1
molecule_49,O=C([C@@H](NC([C@H](C(C)C)N(C)C)=O)C(C)C)N(C)[C@@H]([C@H](CC)C)[C@@H](CC(N1[C@H]([C@H](OC)[C@H](C(N[C@H](C(O)=O)Cc2ccccc2)=O)C)CCC1)=O)OC,rand_2
molecule_49,C1[C@@H]([C@@H]([C@@H](C)C(=O)N[C@H](C(O)=O)Cc2ccccc2)OC)N(C(C[C@H]([C@H]([C@H](CC)C)N(C([C@H](C(C)C)NC([C@@H](N(C)C)C(C)C)=O)=O)C)OC)=O)CC1,rand_3
molecule_49,[C@H](N(C(=O)[C@@H](NC(=O)[C@@H](N(C)C)C(C)C)C(C)C)C)([C@@H](C)CC)[C@@H](CC(N1[C@H]([C@H](OC)[C@H](C(=O)N[C@H](C(=O)O)Cc2ccccc2)C)CCC1)=O)OC,rand_4
molecule_49,CC([C@@H](C(=O)N[C@H](C(=O)N([C@@H]([C@@H](C)CC)[C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@H](C(N[C@@H](Cc1ccccc1)C(=O)O)=O)C)OC)C)C(C)C)N(C)C)C,rand_5
molecule_49,CN(C)[C@@H](C(C)C)C(N[C@@H](C(C)C)C(=O)N(C)[C@H]([C@@H](CC(=O)N1[C@H]([C@H](OC)[C@H](C(N[C@@H](Cc2ccccc2)C(O)=O)=O)C)CCC1)OC)[C@@H](C)CC)=O,rand_6
molecule_49,c1(C[C@@H](C(=O)O)NC([C@H](C)[C@H]([C@H]2N(C(C[C@@H](OC)[C@H]([C@H](CC)C)N(C)C(=O)[C@H](C(C)C)NC([C@@H](N(C)C)C(C)C)=O)=O)CCC2)OC)=O)ccccc1,rand_7
molecule_49,CN(C)[C@H](C(N[C@H](C(N(C)[C@@H]([C@H](CC)C)[C@@H](CC(N1[C@H]([C@H](OC)[C@@H](C)C(=O)N[C@H](C(O)=O)Cc2ccccc2)CCC1)=O)OC)=O)C(C)C)=O)C(C)C,rand_8
molecule_49,C(C[C@H]([C@H]([C@@H](C)CC)N(C(=O)[C@@H](NC([C@H](C(C)C)N(C)C)=O)C(C)C)C)OC)(=O)N1[C@H]([C@H](OC)[C@H](C(N[C@@H](Cc2ccccc2)C(O)=O)=O)C)CCC1,rand_9
molecule_49,[C@@H](Cc1ccccc1)(NC(=O)[C@@H]([C@@H](OC)[C@@H]1CCCN1C(C[C@H]([C@@H](N(C([C@@H](NC(=O)[C@@H](N(C)C)C(C)C)C(C)C)=O)C)[C@@H](C)CC)OC)=O)C)C(O)=O,rand_10
molecule_50,C1=CC2(C)C(=CC1=O)C(F)CC1C2(F)C(O)CC2C3(C(=O)CO)OC(c4ccc(SCc5cc(N)ccc5)cc4)OC3CC21,rand_1
molecule_50,c1c(CSc2ccc(C3OC4(C(CO)=O)C(CC5C4CC(O)C4(F)C6(C)C=CC(=O)C=C6C(F)CC45)O3)cc2)cccc1N,rand_2
molecule_50,c1cc(SCc2cc(N)ccc2)ccc1C1OC2C(C(=O)CO)(O1)C1CC(O)C3(F)C(C1C2)CC(F)C1=CC(=O)C=CC13C,rand_3
molecule_50,c1c(C2OC3CC4C5C(F)(C(O)CC4C3(C(=O)CO)O2)C2(C)C(=CC(=O)C=C2)C(F)C5)ccc(SCc2cccc(N)c2)c1,rand_4
molecule_50,c1c(CSc2ccc(C3OC4(C(CO)=O)C5CC(O)C6(F)C7(C)C=CC(=O)C=C7C(F)CC6C5CC4O3)cc2)cccc1N,rand_5
molecule_50,c1cc(C2OC3(C(CO)=O)C4CC(O)C5(F)C(C4CC3O2)CC(F)C2=CC(=O)C=CC25C)ccc1SCc1cccc(N)c1,rand_6
molecule_50,c1(SCc2cccc(N)c2)ccc(C2OC3CC4C(C3(C(CO)=O)O2)CC(O)C2(F)C3(C)C=CC(=O)C=C3C(F)CC42)cc1,rand_7
molecule_50,C12C(C3C(F)(C4(C)C(=CC(=O)C=C4)C(F)C3)C(O)C1)CC1C2(C(CO)=O)OC(c2ccc(SCc3cccc(N)c3)cc2)O1,rand_8
molecule_50,C1C(O)C2(F)C(C3CC4OC(c5ccc(SCc6cccc(N)c6)cc5)OC4(C(=O)CO)C13)CC(F)C1=CC(=O)C=CC12C,rand_9
molecule_50,c1c(N)cc(CSc2ccc(C3OC4(C(=O)CO)C5CC(O)C6(F)C7(C)C(=CC(=O)C=C7)C(F)CC6C5CC4O3)cc2)cc1,rand_10
molecule_51,NC(=O)[C@@H](NC(=O)[C@@H]([C@@H](OC)[C@H]1N(C(C[C@@H](OC)[C@H]([C@@H](C)CC)N(C)C([C@H]([C@@H](N=[N+]=[N-])C)NC(=O)[C@@H](NC)C(C)C)=O)=O)CCC1)C)Cc1ccccc1,rand_1
molecule_51,CO[C@@H]([C@H]1N(C(C[C@@H](OC)[C@H]([C@H](CC)C)N(C([C@@H](NC([C@H](C(C)C)NC)=O)[C@H](C)N=[N+]=[N-])=O)C)=O)CCC1)[C@H](C(N[C@H](C(N)=O)Cc1ccccc1)=O)C,rand_2
molecule_51,C1[C@@H]([C@H](OC)[C@@H](C)C(=O)N[C@H](C(N)=O)Cc2ccccc2)N(C(C[C@@H](OC)[C@@H](N(C([C@@H](NC(=O)[C@H](C(C)C)NC)[C@H](C)N=[N+]=[N-])=O)C)[C@H](CC)C)=O)CC1,rand_3
molecule_51,[C@H](N(C(=O)[C@@H](NC([C@@H](NC)C(C)C)=O)[C@@H](N=[N+]=[N-])C)C)([C@@H](C)CC)[C@@H](CC(N1[C@H]([C@H](OC)[C@H](C(=O)N[C@H](C(=O)N)Cc2ccccc2)C)CCC1)=O)OC,rand_4
molecule_51,C(N[C@@H](Cc1ccccc1)C(=O)N)(=O)[C@H](C)[C@@H](OC)[C@@H]1CCCN1C(C[C@H]([C@H]([C@@H](C)CC)N(C([C@H]([C@H](C)N=[N+]=[N-])NC([C@@H](NC)C(C)C)=O)=O)C)OC)=O,rand_5
molecule_51,CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H]([C@@H](CC(=O)N1[C@H]([C@H](OC)[C@H](C(N[C@@H](Cc2ccccc2)C(N)=O)=O)C)CCC1)OC)[C@@H](C)CC)[C@H](C)N=[N+]=[N-])C(C)C,rand_6
molecule_51,c1(C[C@@H](C(=O)N)NC([C@H](C)[C@H]([C@H]2N(C(C[C@@H](OC)[C@H]([C@H](CC)C)N(C)C(=O)[C@H]([C@H](C)N=[N+]=[N-])NC([C@H](C(C)C)NC)=O)=O)CCC2)OC)=O)ccccc1,rand_7
molecule_51,CN(C([C@@H](NC(=O)[C@@H](NC)C(C)C)[C@@H](N=[N+]=[N-])C)=O)[C@@H]([C@H](CC)C)[C@@H](CC(N1[C@H]([C@H](OC)[C@@H](C)C(=O)N[C@H](C(N)=O)Cc2ccccc2)CCC1)=O)OC,rand_8
